,group1,group2,weight,group1_name,group2_name,num_members1,num_members2,category_name1,category_name2
3016,16536012,26091301,1,Meet Mount Juliet Networking Mixer,Women's Bible Study,678,43,Socializing,Religion & Beliefs
3017,16536012,18955830,1,Meet Mount Juliet Networking Mixer,Eat Love Nash,678,5008,Socializing,Socializing
3018,16536012,8908602,2,Meet Mount Juliet Networking Mixer,Nashville Network After Work - Business Networking Events,678,2622,Socializing,Career & Business
3019,16536012,339011,1,Meet Mount Juliet Networking Mixer,Nashville Hiking Meetup,678,15838,Socializing,Outdoors & Adventure
3020,16536012,19266390,3,Meet Mount Juliet Networking Mixer,Nashville Networking Business Luncheon,678,1444,Socializing,Career & Business
3021,16536012,1622500,1,Meet Mount Juliet Networking Mixer,Boost Nashville - The Business Networking Group!,678,799,Socializing,Career & Business
3022,16536012,18529135,1,Meet Mount Juliet Networking Mixer,Franklin AM - Networking,678,360,Socializing,Career & Business
3023,16536012,19828207,1,Meet Mount Juliet Networking Mixer,Nashville Purely Social and Super-Awesome Social Group,678,1441,Socializing,Socializing
3024,1751502,21715712,9,Women 'n' Wine of Williamson County,Happy Hour Networking for Charity,959,73,Career & Business,Community & Environment
3025,1751502,18562307,2,Women 'n' Wine of Williamson County,Nashville Young Professionals Meetup,959,3210,Career & Business,Career & Business
3026,1751502,18495240,1,Women 'n' Wine of Williamson County,Middle Tennessee Hiking Meetup,959,1576,Career & Business,Outdoors & Adventure
3027,1751502,22422793,1,Women 'n' Wine of Williamson County,Women & Horses,959,108,Career & Business,Pets & Animals
3028,1751502,19728145,6,Women 'n' Wine of Williamson County,Stepping Out Social Dance Meetup,959,1778,Career & Business,Dancing
3029,1751502,23499806,2,Women 'n' Wine of Williamson County,Nashville Walking Women,959,242,Career & Business,Fitness
3030,1751502,1728035,1,Women 'n' Wine of Williamson County,WordPress Nashville,959,1643,Career & Business,Tech
3031,1751502,2520612,1,Women 'n' Wine of Williamson County,The Nashville Girly Book Club,959,1770,Career & Business,Book Clubs
3032,1751502,18471729,1,Women 'n' Wine of Williamson County,"Build and Develop Your Online Presence Nashville, TN",959,353,Career & Business,Career & Business
3033,1751502,18955830,1,Women 'n' Wine of Williamson County,Eat Love Nash,959,5008,Career & Business,Socializing
3034,1751502,7700282,1,Women 'n' Wine of Williamson County,Tennessee Real Estate Investors Meetup,959,1292,Career & Business,Career & Business
3035,1751502,339011,3,Women 'n' Wine of Williamson County,Nashville Hiking Meetup,959,15838,Career & Business,Outdoors & Adventure
3036,1751502,19964997,9,Women 'n' Wine of Williamson County,Nashville's Society of Women Business Owners (SOWBO),959,511,Career & Business,Career & Business
3037,1751502,19266390,6,Women 'n' Wine of Williamson County,Nashville Networking Business Luncheon,959,1444,Career & Business,Career & Business
3038,1751502,1371991,3,Women 'n' Wine of Williamson County,The Joy of Dining Out with Friends Meetup,959,2032,Career & Business,Food & Drink
3039,1751502,19030621,1,Women 'n' Wine of Williamson County,"Lesbians in the Workplace, Nashville",959,567,Career & Business,LGBT
3040,1751502,6190702,7,Women 'n' Wine of Williamson County,Fun Happenings Social Group-Nashvilles Most Fun Social Group,959,2050,Career & Business,Socializing
3041,1751502,18529135,1,Women 'n' Wine of Williamson County,Franklin AM - Networking,959,360,Career & Business,Career & Business
3042,1751502,24153712,1,Women 'n' Wine of Williamson County,SoulScaped Living,959,84,Career & Business,Health & Wellbeing
3043,1751502,1741429,3,Women 'n' Wine of Williamson County,Brentwood - Grow Your Business In Tennessee,959,491,Career & Business,Career & Business
3044,1751502,1187715,6,Women 'n' Wine of Williamson County,What the Pho!,959,1889,Career & Business,Food & Drink
3045,1751502,1492619,2,Women 'n' Wine of Williamson County,Women's  Business Network,959,2163,Career & Business,Career & Business
3046,1751502,20182158,1,Women 'n' Wine of Williamson County,Green Hills Stampin' and Scrapbooking Meetup,959,57,Career & Business,Hobbies & Crafts
3047,1751502,19822479,1,Women 'n' Wine of Williamson County,Nashville Entrepreneurs Network,959,1192,Career & Business,Career & Business
3048,1751502,11375762,1,Women 'n' Wine of Williamson County,Music City Drinking Buddies,959,2021,Career & Business,Socializing
3049,1751502,18414491,2,Women 'n' Wine of Williamson County,Women'n'Wine of Murfreesboro,959,114,Career & Business,Career & Business
3050,1751502,20421535,1,Women 'n' Wine of Williamson County,Explorer Chicks of Nashville: Adventure Awaits!,959,921,Career & Business,Outdoors & Adventure
3051,1751502,252576,2,Women 'n' Wine of Williamson County,Real Estate Investors of Nashville Meetup Group,959,1035,Career & Business,Career & Business
3052,1751502,3376042,1,Women 'n' Wine of Williamson County,Mastermind Business Networkers,959,605,Career & Business,Career & Business
3053,1751502,20336043,1,Women 'n' Wine of Williamson County,Nashville Ladies Volunteering and Having Fun,959,1639,Career & Business,Socializing
3054,1751502,23723436,1,Women 'n' Wine of Williamson County,Donelson Networking Group,959,87,Career & Business,Socializing
3055,1751502,16067522,1,Women 'n' Wine of Williamson County,Urban League Young Professionals of Middle Tennessee,959,1198,Career & Business,Language & Ethnic Identity
3056,1751502,4705492,9,Women 'n' Wine of Williamson County,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",959,2307,Career & Business,Career & Business
3057,1751502,20836828,1,Women 'n' Wine of Williamson County,Black Women Read Book Club,959,35,Career & Business,Book Clubs
3058,1751502,1498076,1,Women 'n' Wine of Williamson County,Christian Business Leaders Roundtable | CEO Fellowship,959,887,Career & Business,Career & Business
3059,1751502,20124638,1,Women 'n' Wine of Williamson County,Social Entrepreneurs of Nashville,959,44,Career & Business,Career & Business
3060,1751502,22197221,2,Women 'n' Wine of Williamson County,Team Green Adventures,959,1812,Career & Business,Outdoors & Adventure
3061,1751502,20807142,1,Women 'n' Wine of Williamson County,Music City Young Professionals,959,1388,Career & Business,Socializing
3062,1751502,19443174,1,Women 'n' Wine of Williamson County,Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up,959,398,Career & Business,Socializing
3063,1751502,18414590,7,Women 'n' Wine of Williamson County,Women 'n' Wine of Nashville,959,690,Career & Business,Career & Business
3064,20351444,18425641,1,Middle TN First Time Home Buyers Meetup,Greater Nashville Networking Group,43,510,Career & Business,Career & Business
3065,19100119,710272,1,"Soul Evolution, Ascension & Beyond of Nashville",Spiritual Psychology and Consciousness Group,151,1382,New Age & Spirituality,New Age & Spirituality
3066,19100119,18517376,1,"Soul Evolution, Ascension & Beyond of Nashville",Nashville Pilgrimage Hiking & Walking Meetup Group,151,984,New Age & Spirituality,Outdoors & Adventure
3067,19100119,1187715,1,"Soul Evolution, Ascension & Beyond of Nashville",What the Pho!,151,1889,New Age & Spirituality,Food & Drink
3068,19100119,18923420,1,"Soul Evolution, Ascension & Beyond of Nashville",20&UP Tennis: Nashville,151,590,New Age & Spirituality,Sports & Recreation
3069,19100119,24850344,1,"Soul Evolution, Ascension & Beyond of Nashville",Goddess and the Moon Metaphysical Meetup,151,237,New Age & Spirituality,New Age & Spirituality
3070,19100119,1324203,2,"Soul Evolution, Ascension & Beyond of Nashville",Nashville Psychic Meetup,151,2360,New Age & Spirituality,New Age & Spirituality
3071,19100119,18589616,1,"Soul Evolution, Ascension & Beyond of Nashville",Agile Nashville User Group,151,862,New Age & Spirituality,Tech
3072,19100119,18955830,1,"Soul Evolution, Ascension & Beyond of Nashville",Eat Love Nash,151,5008,New Age & Spirituality,Socializing
3073,19100119,10000962,1,"Soul Evolution, Ascension & Beyond of Nashville",T-VOE: Tennessee Voice Over Exchange,151,72,New Age & Spirituality,Arts & Culture
3074,19100119,18660552,1,"Soul Evolution, Ascension & Beyond of Nashville",The Nashville TENNISseans,151,508,New Age & Spirituality,Sports & Recreation
3075,19100119,24675279,1,"Soul Evolution, Ascension & Beyond of Nashville",Circle Bliss ~ Nashville ~ Energy Healing ~ Ataana Method,151,112,New Age & Spirituality,New Age & Spirituality
3076,19100119,13560402,1,"Soul Evolution, Ascension & Beyond of Nashville",Nashville Modern Excel & Power BI User Group,151,540,New Age & Spirituality,Tech
3077,19100119,1371991,1,"Soul Evolution, Ascension & Beyond of Nashville",The Joy of Dining Out with Friends Meetup,151,2032,New Age & Spirituality,Food & Drink
3078,19100119,19030621,1,"Soul Evolution, Ascension & Beyond of Nashville","Lesbians in the Workplace, Nashville",151,567,New Age & Spirituality,LGBT
3079,19100119,25397992,2,"Soul Evolution, Ascension & Beyond of Nashville",the New World is in Order!,151,73,New Age & Spirituality,New Age & Spirituality
3080,19100119,1763190,1,"Soul Evolution, Ascension & Beyond of Nashville",Nashville Tennis Meetup,151,1563,New Age & Spirituality,Sports & Recreation
3081,20836828,1187715,2,Black Women Read Book Club,What the Pho!,35,1889,Book Clubs,Food & Drink
3082,20836828,19728145,1,Black Women Read Book Club,Stepping Out Social Dance Meetup,35,1778,Book Clubs,Dancing
3083,20836828,19713173,1,Black Women Read Book Club,Transplant Nashville,35,2152,Book Clubs,Socializing
3084,20836828,20421535,1,Black Women Read Book Club,Explorer Chicks of Nashville: Adventure Awaits!,35,921,Book Clubs,Outdoors & Adventure
3085,20836828,18801828,1,Black Women Read Book Club,"SCORE Nashville Events, Networking and Workshops",35,727,Book Clubs,Career & Business
3086,20836828,20186791,1,Black Women Read Book Club,Free & Cheap Events,35,2189,Book Clubs,Socializing
3087,20836828,18955830,1,Black Women Read Book Club,Eat Love Nash,35,5008,Book Clubs,Socializing
3088,20836828,16067522,2,Black Women Read Book Club,Urban League Young Professionals of Middle Tennessee,35,1198,Book Clubs,Language & Ethnic Identity
3089,20836828,339011,1,Black Women Read Book Club,Nashville Hiking Meetup,35,15838,Book Clubs,Outdoors & Adventure
3090,20836828,20384452,1,Black Women Read Book Club,Thrills and Chills Book Club,35,105,Book Clubs,Book Clubs
3091,20836828,19049542,1,Black Women Read Book Club,Blues Dance Nashville,35,865,Book Clubs,Music
3092,20836828,13560402,1,Black Women Read Book Club,Nashville Modern Excel & Power BI User Group,35,540,Book Clubs,Tech
3093,20836828,1576921,1,Black Women Read Book Club,Music City Jazz Fans,35,501,Book Clubs,Music
3094,20836828,22197221,2,Black Women Read Book Club,Team Green Adventures,35,1812,Book Clubs,Outdoors & Adventure
3095,20836828,19934054,1,Black Women Read Book Club,Outdoor Fit - HIIT,35,205,Book Clubs,Fitness
3096,20836828,18361585,1,Black Women Read Book Club,Make Nashville Meetup,35,1684,Book Clubs,Tech
3097,14557662,16477792,1,Tintri Nashville - VMaware storage,Nashville .NET User Group,67,1371,Tech,Tech
3098,14557662,10016242,1,Tintri Nashville - VMaware storage,NashJS,67,1975,Tech,Tech
3099,14557662,11862932,1,Tintri Nashville - VMaware storage,Nashville Linux Users Group,67,564,Tech,Tech
3100,1622500,21715712,2,Boost Nashville - The Business Networking Group!,Happy Hour Networking for Charity,799,73,Career & Business,Community & Environment
3101,1622500,18562307,4,Boost Nashville - The Business Networking Group!,Nashville Young Professionals Meetup,799,3210,Career & Business,Career & Business
3102,1622500,19728145,2,Boost Nashville - The Business Networking Group!,Stepping Out Social Dance Meetup,799,1778,Career & Business,Dancing
3103,1622500,16954142,1,Boost Nashville - The Business Networking Group!,Network Middle Tennessee,799,1084,Career & Business,Career & Business
3104,1622500,18425641,2,Boost Nashville - The Business Networking Group!,Greater Nashville Networking Group,799,510,Career & Business,Career & Business
3105,1622500,18471729,1,Boost Nashville - The Business Networking Group!,"Build and Develop Your Online Presence Nashville, TN",799,353,Career & Business,Career & Business
3106,1622500,18955830,2,Boost Nashville - The Business Networking Group!,Eat Love Nash,799,5008,Career & Business,Socializing
3107,1622500,8908602,4,Boost Nashville - The Business Networking Group!,Nashville Network After Work - Business Networking Events,799,2622,Career & Business,Career & Business
3108,1622500,19964997,2,Boost Nashville - The Business Networking Group!,Nashville's Society of Women Business Owners (SOWBO),799,511,Career & Business,Career & Business
3109,1622500,19266390,4,Boost Nashville - The Business Networking Group!,Nashville Networking Business Luncheon,799,1444,Career & Business,Career & Business
3110,1622500,6190702,2,Boost Nashville - The Business Networking Group!,Fun Happenings Social Group-Nashvilles Most Fun Social Group,799,2050,Career & Business,Socializing
3111,1622500,18529135,3,Boost Nashville - The Business Networking Group!,Franklin AM - Networking,799,360,Career & Business,Career & Business
3112,1622500,1741429,2,Boost Nashville - The Business Networking Group!,Brentwood - Grow Your Business In Tennessee,799,491,Career & Business,Career & Business
3113,1622500,929402,1,Boost Nashville - The Business Networking Group!,Paddle Adventures Unlimited,799,6331,Career & Business,Outdoors & Adventure
3114,1622500,1187715,1,Boost Nashville - The Business Networking Group!,What the Pho!,799,1889,Career & Business,Food & Drink
3115,1622500,24803205,1,Boost Nashville - The Business Networking Group!,Brentwood Happy Hour / Dining Out Meetup,799,415,Career & Business,Music
3116,1622500,1776274,1,Boost Nashville - The Business Networking Group!,"Nashville SEO & Internet Marketing, Over 1,600 Members!",799,1649,Career & Business,Career & Business
3117,1622500,19713173,1,Boost Nashville - The Business Networking Group!,Transplant Nashville,799,2152,Career & Business,Socializing
3118,1622500,3376042,1,Boost Nashville - The Business Networking Group!,Mastermind Business Networkers,799,605,Career & Business,Career & Business
3119,1622500,20336043,1,Boost Nashville - The Business Networking Group!,Nashville Ladies Volunteering and Having Fun,799,1639,Career & Business,Socializing
3120,1622500,4705492,2,Boost Nashville - The Business Networking Group!,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",799,2307,Career & Business,Career & Business
3121,1622500,18616278,1,Boost Nashville - The Business Networking Group!,Franklin Developer Lunch & Learn,799,629,Career & Business,Tech
3122,1622500,1349592,1,Boost Nashville - The Business Networking Group!,Board Game Lovers Meetup,799,2261,Career & Business,Games
3123,1622500,1498076,1,Boost Nashville - The Business Networking Group!,Christian Business Leaders Roundtable | CEO Fellowship,799,887,Career & Business,Career & Business
3124,1622500,22736876,1,Boost Nashville - The Business Networking Group!,Business Connections Networking Group,799,126,Career & Business,Career & Business
3125,1622500,18414590,2,Boost Nashville - The Business Networking Group!,Women 'n' Wine of Nashville,799,690,Career & Business,Career & Business
3126,25448937,339011,1,"Women, Wine, & Coloring",Nashville Hiking Meetup,284,15838,Arts & Culture,Outdoors & Adventure
3127,25448937,2520612,1,"Women, Wine, & Coloring",The Nashville Girly Book Club,284,1770,Arts & Culture,Book Clubs
3128,24125934,18616278,1,Murfreesboro Web Development Meetup,Franklin Developer Lunch & Learn,43,629,Tech,Tech
3129,24125934,18494105,1,Murfreesboro Web Development Meetup,The Iron Yard - Nashville,43,1491,Tech,Tech
3130,24125934,22817838,3,Murfreesboro Web Development Meetup,freeCodeCamp Nashville,43,434,Tech,Tech
3131,24125934,10016242,1,Murfreesboro Web Development Meetup,NashJS,43,1975,Tech,Tech
3132,24125934,7130232,1,Murfreesboro Web Development Meetup,Nashville Software Beginners,43,1308,Tech,Tech
3133,24125934,1360698,1,Murfreesboro Web Development Meetup,Nashville PHP User Group,43,1118,Tech,Tech
3134,18602480,18517376,1,Nashville Skiing Meetup,Nashville Pilgrimage Hiking & Walking Meetup Group,477,984,Outdoors & Adventure,Outdoors & Adventure
3135,18602480,339011,1,Nashville Skiing Meetup,Nashville Hiking Meetup,477,15838,Outdoors & Adventure,Outdoors & Adventure
3136,18602480,19728145,2,Nashville Skiing Meetup,Stepping Out Social Dance Meetup,477,1778,Outdoors & Adventure,Dancing
3137,18602480,6284242,1,Nashville Skiing Meetup,All Things Gardening,477,293,Outdoors & Adventure,Community & Environment
3138,18602480,15770262,1,Nashville Skiing Meetup,"Ambrosia - Friends, Food and Fun",477,1629,Outdoors & Adventure,Socializing
3139,18602480,6190702,1,Nashville Skiing Meetup,Fun Happenings Social Group-Nashvilles Most Fun Social Group,477,2050,Outdoors & Adventure,Socializing
3140,18602480,1078077,1,Nashville Skiing Meetup,PROVIDENT LIVING & SELF-RELIANCE,477,777,Outdoors & Adventure,Education & Learning
3141,19094001,19194894,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Christian Technologists and Entrepreneurs,366,613,Career & Business,Tech
3142,19094001,19728145,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Stepping Out Social Dance Meetup,366,1778,Career & Business,Dancing
3143,19094001,18798102,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Wellness Nashville,366,540,Career & Business,Health & Wellbeing
3144,19094001,19416348,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Bellevue Business Networking Meetup,366,298,Career & Business,Career & Business
3145,19094001,16954142,5,Middle Tennessee Entrepreneurs MasterMind Meetup,Network Middle Tennessee,366,1084,Career & Business,Career & Business
3146,19094001,2556962,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Middle Tennessee Motorcycle Riders,366,1055,Career & Business,Cars & Motorcycles
3147,19094001,1728035,1,Middle Tennessee Entrepreneurs MasterMind Meetup,WordPress Nashville,366,1643,Career & Business,Tech
3148,19094001,6641192,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Shambhala Meditation Group,366,874,Career & Business,Health & Wellbeing
3149,19094001,18425641,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Greater Nashville Networking Group,366,510,Career & Business,Career & Business
3150,19094001,19997487,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Developer Launchpad Nashville,366,576,Career & Business,Tech
3151,19094001,1697586,1,Middle Tennessee Entrepreneurs MasterMind Meetup,The Nashville Chinese Language and Culture Meetup Group,366,243,Career & Business,Language & Ethnic Identity
3152,19094001,11294262,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Let's Talk Franklin Toastmasters Club,366,608,Career & Business,Career & Business
3153,19094001,18955830,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Eat Love Nash,366,5008,Career & Business,Socializing
3154,19094001,22023226,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Paid To Speak Entrepreneurs,366,328,Career & Business,Career & Business
3155,19094001,7700282,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Tennessee Real Estate Investors Meetup,366,1292,Career & Business,Career & Business
3156,19094001,8908602,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Network After Work - Business Networking Events,366,2622,Career & Business,Career & Business
3157,19094001,339011,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Hiking Meetup,366,15838,Career & Business,Outdoors & Adventure
3158,19094001,18996036,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Full-Stack Marketing Mastermind,366,256,Career & Business,Tech
3159,19094001,19964997,5,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville's Society of Women Business Owners (SOWBO),366,511,Career & Business,Career & Business
3160,19094001,13560402,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Modern Excel & Power BI User Group,366,540,Career & Business,Tech
3161,19094001,19266390,6,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Networking Business Luncheon,366,1444,Career & Business,Career & Business
3162,19094001,22021463,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Bloggers,366,260,Career & Business,Tech
3163,19094001,255854,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Locals,366,1910,Career & Business,Career & Business
3164,19094001,18529135,3,Middle Tennessee Entrepreneurs MasterMind Meetup,Franklin AM - Networking,366,360,Career & Business,Career & Business
3165,19094001,1741429,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Brentwood - Grow Your Business In Tennessee,366,491,Career & Business,Career & Business
3166,19094001,7130232,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Software Beginners,366,1308,Career & Business,Tech
3167,19094001,16487812,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Code for Nashville,366,1763,Career & Business,Tech
3168,19094001,19033734,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Franklin Small Business Digital Media Marketing Meetup,366,296,Career & Business,Career & Business
3169,19094001,541319,1,Middle Tennessee Entrepreneurs MasterMind Meetup,The Nashville Songwriters Meetup Group,366,2644,Career & Business,Music
3170,19094001,1492619,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Women's  Business Network,366,2163,Career & Business,Career & Business
3171,19094001,19822479,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Entrepreneurs Network,366,1192,Career & Business,Career & Business
3172,19094001,1776274,3,Middle Tennessee Entrepreneurs MasterMind Meetup,"Nashville SEO & Internet Marketing, Over 1,600 Members!",366,1649,Career & Business,Career & Business
3173,19094001,18494105,1,Middle Tennessee Entrepreneurs MasterMind Meetup,The Iron Yard - Nashville,366,1491,Career & Business,Tech
3174,19094001,18801828,3,Middle Tennessee Entrepreneurs MasterMind Meetup,"SCORE Nashville Events, Networking and Workshops",366,727,Career & Business,Career & Business
3175,19094001,21338021,1,Middle Tennessee Entrepreneurs MasterMind Meetup,"WomanSpeak, Nashville Circles",366,381,Career & Business,Career & Business
3176,19094001,3376042,4,Middle Tennessee Entrepreneurs MasterMind Meetup,Mastermind Business Networkers,366,605,Career & Business,Career & Business
3177,19094001,20583850,2,Middle Tennessee Entrepreneurs MasterMind Meetup,"GREEN Investment Club, Nashville",366,71,Career & Business,Career & Business
3178,19094001,1324203,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Psychic Meetup,366,2360,Career & Business,New Age & Spirituality
3179,19094001,18314164,1,Middle Tennessee Entrepreneurs MasterMind Meetup,NashBI,366,784,Career & Business,Tech
3180,19094001,21989057,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Amazon Sellers,366,83,Career & Business,Tech
3181,19094001,16062152,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Design Thinking Nashville,366,1026,Career & Business,Tech
3182,19094001,22985677,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Investment Angels,366,47,Career & Business,Career & Business
3183,19094001,18944977,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Aussies in Nashville,366,77,Career & Business,Language & Ethnic Identity
3184,19094001,4705492,3,Middle Tennessee Entrepreneurs MasterMind Meetup,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",366,2307,Career & Business,Career & Business
3185,19094001,18616278,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Franklin Developer Lunch & Learn,366,629,Career & Business,Tech
3186,19094001,204767,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Podcasters,366,292,Career & Business,Tech
3187,19094001,22736876,2,Middle Tennessee Entrepreneurs MasterMind Meetup,Business Connections Networking Group,366,126,Career & Business,Career & Business
3188,19094001,11776502,1,Middle Tennessee Entrepreneurs MasterMind Meetup,NASHVILLE REIKI & OILS,366,610,Career & Business,New Age & Spirituality
3189,19094001,18256892,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Nashville Holistic Association,366,549,Career & Business,Health & Wellbeing
3190,19094001,18556157,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Serial Tanks Meetup,366,146,Career & Business,Career & Business
3191,19094001,18414590,1,Middle Tennessee Entrepreneurs MasterMind Meetup,Women 'n' Wine of Nashville,366,690,Career & Business,Career & Business
3192,11776502,19728145,1,NASHVILLE REIKI & OILS,Stepping Out Social Dance Meetup,610,1778,New Age & Spirituality,Dancing
3193,11776502,19348756,1,NASHVILLE REIKI & OILS,Franklin Reiki,610,200,New Age & Spirituality,New Age & Spirituality
3194,11776502,18798102,3,NASHVILLE REIKI & OILS,Wellness Nashville,610,540,New Age & Spirituality,Health & Wellbeing
3195,11776502,191516,2,NASHVILLE REIKI & OILS,Vegan Food & Friends,610,850,New Age & Spirituality,Food & Drink
3196,11776502,788001,11,NASHVILLE REIKI & OILS,The Middle TN Alternative Health Meetup Group,610,992,New Age & Spirituality,Health & Wellbeing
3197,11776502,6641192,2,NASHVILLE REIKI & OILS,Nashville Shambhala Meditation Group,610,874,New Age & Spirituality,Health & Wellbeing
3198,11776502,1451826,1,NASHVILLE REIKI & OILS,Nashville Science Fiction Book Club,610,726,New Age & Spirituality,Education & Learning
3199,11776502,18955830,1,NASHVILLE REIKI & OILS,Eat Love Nash,610,5008,New Age & Spirituality,Socializing
3200,11776502,1457232,1,NASHVILLE REIKI & OILS,Volunteer Nashville,610,2921,New Age & Spirituality,Community & Environment
3201,11776502,19064659,1,NASHVILLE REIKI & OILS,Franklin Books and Discussion Meetup,610,50,New Age & Spirituality,Education & Learning
3202,11776502,19266390,1,NASHVILLE REIKI & OILS,Nashville Networking Business Luncheon,610,1444,New Age & Spirituality,Career & Business
3203,11776502,19030621,1,NASHVILLE REIKI & OILS,"Lesbians in the Workplace, Nashville",610,567,New Age & Spirituality,LGBT
3204,11776502,6190702,1,NASHVILLE REIKI & OILS,Fun Happenings Social Group-Nashvilles Most Fun Social Group,610,2050,New Age & Spirituality,Socializing
3205,11776502,18529135,1,NASHVILLE REIKI & OILS,Franklin AM - Networking,610,360,New Age & Spirituality,Career & Business
3206,11776502,710272,4,NASHVILLE REIKI & OILS,Spiritual Psychology and Consciousness Group,610,1382,New Age & Spirituality,New Age & Spirituality
3207,11776502,1187715,1,NASHVILLE REIKI & OILS,What the Pho!,610,1889,New Age & Spirituality,Food & Drink
3208,11776502,6335372,1,NASHVILLE REIKI & OILS,Nashville soccer,610,2869,New Age & Spirituality,Sports & Recreation
3209,11776502,18256892,2,NASHVILLE REIKI & OILS,Nashville Holistic Association,610,549,New Age & Spirituality,Health & Wellbeing
3210,11776502,18494105,1,NASHVILLE REIKI & OILS,The Iron Yard - Nashville,610,1491,New Age & Spirituality,Tech
3211,11776502,17487002,9,NASHVILLE REIKI & OILS,Nashville Alternative Health & Wellness,610,1328,New Age & Spirituality,Health & Wellbeing
3212,11776502,21338021,1,NASHVILLE REIKI & OILS,"WomanSpeak, Nashville Circles",610,381,New Age & Spirituality,Career & Business
3213,11776502,1324203,10,NASHVILLE REIKI & OILS,Nashville Psychic Meetup,610,2360,New Age & Spirituality,New Age & Spirituality
3214,11776502,16062152,1,NASHVILLE REIKI & OILS,Design Thinking Nashville,610,1026,New Age & Spirituality,Tech
3215,11776502,7699922,1,NASHVILLE REIKI & OILS,Thinking Christians Book Club,610,195,New Age & Spirituality,Religion & Beliefs
3216,11776502,6284242,1,NASHVILLE REIKI & OILS,All Things Gardening,610,293,New Age & Spirituality,Community & Environment
3217,11776502,22422502,1,NASHVILLE REIKI & OILS,Conscious Transformation - Nashville,610,387,New Age & Spirituality,Health & Wellbeing
3218,11776502,2496252,1,NASHVILLE REIKI & OILS,Oneness Nashville,610,874,New Age & Spirituality,New Age & Spirituality
3219,16548342,19194894,1,Piano Music Lovers of Nashville,Nashville Christian Technologists and Entrepreneurs,88,613,Music,Tech
3220,16548342,11294262,1,Piano Music Lovers of Nashville,Let's Talk Franklin Toastmasters Club,88,608,Music,Career & Business
3221,16548342,339011,1,Piano Music Lovers of Nashville,Nashville Hiking Meetup,88,15838,Music,Outdoors & Adventure
3222,16548342,13560402,1,Piano Music Lovers of Nashville,Nashville Modern Excel & Power BI User Group,88,540,Music,Tech
3223,16548342,11625832,1,Piano Music Lovers of Nashville,PyNash,88,1442,Music,Tech
3224,16548342,1741429,1,Piano Music Lovers of Nashville,Brentwood - Grow Your Business In Tennessee,88,491,Music,Career & Business
3225,16548342,7130232,1,Piano Music Lovers of Nashville,Nashville Software Beginners,88,1308,Music,Tech
3226,16548342,1187715,1,Piano Music Lovers of Nashville,What the Pho!,88,1889,Music,Food & Drink
3227,16548342,16487812,1,Piano Music Lovers of Nashville,Code for Nashville,88,1763,Music,Tech
3228,16548342,1776274,1,Piano Music Lovers of Nashville,"Nashville SEO & Internet Marketing, Over 1,600 Members!",88,1649,Music,Career & Business
3229,16548342,21837219,1,Piano Music Lovers of Nashville,All Things Angular,88,302,Music,Tech
3230,16548342,18314164,1,Piano Music Lovers of Nashville,NashBI,88,784,Music,Tech
3231,16548342,6707902,1,Piano Music Lovers of Nashville,Data Science Nashville,88,1046,Music,Tech
3232,16548342,10178242,1,Piano Music Lovers of Nashville,Nashville Mobile Developers,88,1166,Music,Tech
